,image_address,image_name,name,type1,type2
0,archives.bulbagarden.net/media/upload/thumb/f/fb/0001Bulbasaur.png/140px-0001Bulbasaur.png,pokedex2_Bulbasaur.png,Bulbasaur,Grass,Poison
1,archives.bulbagarden.net/media/upload/thumb/8/81/0002Ivysaur.png/140px-0002Ivysaur.png,pokedex2_Ivysaur.png,Ivysaur,Grass,Poison
2,archives.bulbagarden.net/media/upload/thumb/6/6b/0003Venusaur.png/140px-0003Venusaur.png,pokedex2_Venusaur.png,Venusaur,Grass,Poison
3,archives.bulbagarden.net/media/upload/thumb/2/27/0004Charmander.png/140px-0004Charmander.png,pokedex2_Charmander.png,Charmander,Fire,
4,archives.bulbagarden.net/media/upload/thumb/0/05/0005Charmeleon.png/140px-0005Charmeleon.png,pokedex2_Charmeleon.png,Charmeleon,Fire,
5,archives.bulbagarden.net/media/upload/thumb/3/38/0006Charizard.png/140px-0006Charizard.png,pokedex2_Charizard.png,Charizard,Fire,Flying
6,archives.bulbagarden.net/media/upload/thumb/5/54/0007Squirtle.png/140px-0007Squirtle.png,pokedex2_Squirtle.png,Squirtle,Water,
7,archives.bulbagarden.net/media/upload/thumb/0/0f/0008Wartortle.png/140px-0008Wartortle.png,pokedex2_Wartortle.png,Wartortle,Water,
8,archives.bulbagarden.net/media/upload/thumb/0/0a/0009Blastoise.png/140px-0009Blastoise.png,pokedex2_Blastoise.png,Blastoise,Water,
9,archives.bulbagarden.net/media/upload/thumb/5/5e/0010Caterpie.png/140px-0010Caterpie.png,pokedex2_Caterpie.png,Caterpie,Bug,
10,archives.bulbagarden.net/media/upload/thumb/d/da/0011Metapod.png/140px-0011Metapod.png,pokedex2_Metapod.png,Metapod,Bug,
11,archives.bulbagarden.net/media/upload/thumb/5/55/0012Butterfree.png/140px-0012Butterfree.png,pokedex2_Butterfree.png,Butterfree,Bug,Flying
12,archives.bulbagarden.net/media/upload/thumb/3/36/0013Weedle.png/140px-0013Weedle.png,pokedex2_Weedle.png,Weedle,Bug,Poison
13,archives.bulbagarden.net/media/upload/thumb/f/f3/0014Kakuna.png/140px-0014Kakuna.png,pokedex2_Kakuna.png,Kakuna,Bug,Poison
14,archives.bulbagarden.net/media/upload/thumb/f/f7/0015Beedrill.png/140px-0015Beedrill.png,pokedex2_Beedrill.png,Beedrill,Bug,Poison
15,archives.bulbagarden.net/media/upload/thumb/0/0c/0016Pidgey.png/140px-0016Pidgey.png,pokedex2_Pidgey.png,Pidgey,Normal,Flying
16,archives.bulbagarden.net/media/upload/thumb/8/82/0017Pidgeotto.png/140px-0017Pidgeotto.png,pokedex2_Pidgeotto.png,Pidgeotto,Normal,Flying
17,archives.bulbagarden.net/media/upload/thumb/7/73/0018Pidgeot.png/140px-0018Pidgeot.png,pokedex2_Pidgeot.png,Pidgeot,Normal,Flying
18,archives.bulbagarden.net/media/upload/thumb/a/aa/0019Rattata.png/140px-0019Rattata.png,pokedex2_Rattata.png,Rattata,Normal,
19,archives.bulbagarden.net/media/upload/thumb/b/be/0019Rattata-Alola.png/140px-0019Rattata-Alola.png,pokedex2_Rattata-Alola.png,Rattata-Alola,Dark,Normal
20,archives.bulbagarden.net/media/upload/thumb/2/2c/0020Raticate.png/140px-0020Raticate.png,pokedex2_Raticate.png,Raticate,Normal,
21,archives.bulbagarden.net/media/upload/thumb/a/ad/0020Raticate-Alola.png/140px-0020Raticate-Alola.png,pokedex2_Raticate-Alola.png,Raticate-Alola,Dark,Normal
22,archives.bulbagarden.net/media/upload/thumb/2/2d/0021Spearow.png/140px-0021Spearow.png,pokedex2_Spearow.png,Spearow,Normal,Flying
23,archives.bulbagarden.net/media/upload/thumb/9/92/0022Fearow.png/140px-0022Fearow.png,pokedex2_Fearow.png,Fearow,Normal,Flying
24,archives.bulbagarden.net/media/upload/thumb/d/d2/0023Ekans.png/140px-0023Ekans.png,pokedex2_Ekans.png,Ekans,Poison,
25,archives.bulbagarden.net/media/upload/thumb/5/51/0024Arbok.png/140px-0024Arbok.png,pokedex2_Arbok.png,Arbok,Poison,
26,archives.bulbagarden.net/media/upload/thumb/4/4a/0025Pikachu.png/140px-0025Pikachu.png,pokedex2_Pikachu.png,Pikachu,Electric,
27,archives.bulbagarden.net/media/upload/thumb/b/b0/0026Raichu.png/140px-0026Raichu.png,pokedex2_Raichu.png,Raichu,Electric,
28,archives.bulbagarden.net/media/upload/thumb/6/65/0026Raichu-Alola.png/140px-0026Raichu-Alola.png,pokedex2_Raichu-Alola.png,Raichu-Alola,Electric,Psychic
29,archives.bulbagarden.net/media/upload/thumb/e/e9/0027Sandshrew.png/140px-0027Sandshrew.png,pokedex2_Sandshrew.png,Sandshrew,Ground,
30,archives.bulbagarden.net/media/upload/thumb/f/f4/0027Sandshrew-Alola.png/140px-0027Sandshrew-Alola.png,pokedex2_Sandshrew-Alola.png,Sandshrew-Alola,Ice,Steel
31,archives.bulbagarden.net/media/upload/thumb/a/a4/0028Sandslash.png/140px-0028Sandslash.png,pokedex2_Sandslash.png,Sandslash,Ground,
32,archives.bulbagarden.net/media/upload/thumb/e/e0/0028Sandslash-Alola.png/140px-0028Sandslash-Alola.png,pokedex2_Sandslash-Alola.png,Sandslash-Alola,Ice,Steel
33,archives.bulbagarden.net/media/upload/thumb/b/b2/0029Nidoran.png/140px-0029Nidoran.png,pokedex2_Nidoran.png,Nidoran,Poison,
34,archives.bulbagarden.net/media/upload/thumb/e/ea/0030Nidorina.png/140px-0030Nidorina.png,pokedex2_Nidorina.png,Nidorina,Poison,
35,archives.bulbagarden.net/media/upload/thumb/9/9d/0031Nidoqueen.png/140px-0031Nidoqueen.png,pokedex2_Nidoqueen.png,Nidoqueen,Poison,Ground
36,archives.bulbagarden.net/media/upload/thumb/8/8c/0032Nidoran.png/140px-0032Nidoran.png,pokedex2_Nidoran.png,Nidoran,Poison,
37,archives.bulbagarden.net/media/upload/thumb/1/1e/0033Nidorino.png/140px-0033Nidorino.png,pokedex2_Nidorino.png,Nidorino,Poison,
38,archives.bulbagarden.net/media/upload/thumb/2/21/0034Nidoking.png/140px-0034Nidoking.png,pokedex2_Nidoking.png,Nidoking,Poison,Ground
39,archives.bulbagarden.net/media/upload/thumb/b/b7/0035Clefairy.png/140px-0035Clefairy.png,pokedex2_Clefairy.png,Clefairy,Fairy,
40,archives.bulbagarden.net/media/upload/thumb/a/a4/0036Clefable.png/140px-0036Clefable.png,pokedex2_Clefable.png,Clefable,Fairy,
41,archives.bulbagarden.net/media/upload/thumb/0/06/0037Vulpix.png/140px-0037Vulpix.png,pokedex2_Vulpix.png,Vulpix,Fire,
